,Order Date,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Cost,Profit %
1493,2017-10-30,Jane Waco,Corporate,Vancouver,Washington,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,9.64,2,5.9768,61.290322580645174
1494,2014-12-17,Roy Französisch,Consumer,Columbus,Georgia,South,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,40.05,3,28.836,38.888888888888886
1495,2017-09-04,John Dryer,Consumer,Coppell,Texas,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",10.192000000000002,7,7.007000000000003,45.45454545454542
1496,2017-09-04,John Dryer,Consumer,Coppell,Texas,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784000000000002,1,16.993800000000004,-1.23456790123457
1497,2017-09-04,John Dryer,Consumer,Coppell,Texas,Central,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.120000000000001,5,9.348,40.35087719298245
1498,2016-10-17,Neil Knudson,Home Office,San Francisco,California,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",18.16,5,11.576999999999998,56.862745098039234
1499,2017-11-12,Nathan Gelder,Consumer,Austin,Texas,Central,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3,10.235700000000001,56.86274509803921
1500,2017-11-12,Nathan Gelder,Consumer,Austin,Texas,Central,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,223.056,9,153.35100000000003,45.45454545454544
1501,2017-11-12,Nathan Gelder,Consumer,Austin,Texas,Central,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3,587.3022,-8.045977011494253
1502,2016-11-24,Alyssa Tate,Home Office,Los Angeles,California,West,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",33.52,2,30.168000000000006,11.111111111111104
1503,2016-11-24,Alyssa Tate,Home Office,Los Angeles,California,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,6.8586,44.927536231884055
1504,2015-08-01,Pauline Chand,Home Office,Los Angeles,California,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,6.72,4,3.36,100.0
1505,2015-08-01,Pauline Chand,Home Office,Los Angeles,California,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1004.9760000000001,6,1180.8468000000003,-14.8936170212766
1506,2017-12-24,Andy Reiter,Consumer,New York City,New York,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",17.880000000000003,3,12.292500000000002,45.454545454545446
1507,2016-09-17,Cindy Stewart,Consumer,Columbus,Georgia,South,TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,396.0,4,205.92000000000002,92.30769230769229
1508,2017-12-10,Lindsay Shagiari,Home Office,Omaha,Nebraska,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,18.975,81.8181818181818
1509,2017-09-12,Jessica Myrick,Consumer,Los Angeles,California,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,2,5.3504,56.25
1510,2017-06-24,Nicole Hansen,Corporate,Pomona,California,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,385.6,8,273.77600000000007,40.84507042253519
1511,2017-06-24,Nicole Hansen,Corporate,Pomona,California,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,35.82,9,23.9994,49.25373134328357
1512,2017-08-18,Russell Applegate,Consumer,Dallas,Texas,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,200.06400000000002,3,187.56,6.66666666666667
1513,2017-08-18,Russell Applegate,Consumer,Dallas,Texas,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,21.379999999999995,5,54.519,-60.7843137254902
1514,2017-08-18,Russell Applegate,Consumer,Dallas,Texas,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.743999999999998,4,18.208799999999997,-62.962962962962976
1515,2017-12-11,Arianne Irving,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",63.686,1,72.784,-12.500000000000004
1516,2017-12-10,Michael Chen,Consumer,North Las Vegas,Nevada,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1669.6,4,1552.728,7.526881720430096
1517,2014-02-03,Tom Boeckenhauer,Consumer,Seattle,Washington,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2,56.592000000000006,48.14814814814814
1518,2014-02-03,Tom Boeckenhauer,Consumer,Seattle,Washington,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.272000000000002,3,8.958600000000002,48.14814814814813
1519,2017-02-11,Victoria Wilson,Corporate,San Francisco,California,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",21.336,7,13.601699999999997,56.862745098039234
1520,2017-04-16,Paul Lucas,Home Office,Chicago,Illinois,Central,OFF-AR-10001419,Office Supplies,Art,Newell 325,16.520000000000003,5,14.455000000000005,14.28571428571427
1521,2015-12-06,Gary Hwang,Consumer,Tucson,Arizona,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.11199999999997,6,157.16039999999995,31.147540983606575
1522,2015-12-06,Gary Hwang,Consumer,Tucson,Arizona,West,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,19.92,5,13.197000000000001,50.943396226415096
1523,2015-12-06,Gary Hwang,Consumer,Tucson,Arizona,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,198.27200000000002,8,136.31200000000004,45.45454545454543
1524,2015-12-06,Gary Hwang,Consumer,Tucson,Arizona,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.10399999999998,6,305.7912,-19.191919191919187
1525,2015-12-06,Gary Hwang,Consumer,Tucson,Arizona,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,76.59480000000002,12.676056338028149
1526,2016-07-22,Caroline Jumper,Consumer,Allentown,Pennsylvania,East,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,4.16,2,3.796,9.58904109589042
1527,2016-07-22,Caroline Jumper,Consumer,Allentown,Pennsylvania,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",11.648000000000001,2,8.2992,40.350877192982466
1528,2015-11-07,Mike Caudle,Corporate,Newark,Delaware,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,26.18,7,25.656399999999998,2.040816326530618
1529,2015-11-07,Mike Caudle,Corporate,Newark,Delaware,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,7.3,2,3.869,88.67924528301884
1530,2015-03-26,Benjamin Venier,Corporate,Miami,Florida,South,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,74.352,3,51.11700000000001,45.45454545454543
1531,2017-08-31,Jeremy Farry,Consumer,Tempe,Arizona,West,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,1,9.9382,8.108108108108105
1532,2017-08-31,Jeremy Farry,Consumer,Tempe,Arizona,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376000000000001,3,5.653800000000001,48.14814814814813
1533,2016-12-04,Ellis Ballard,Corporate,New York City,New York,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,212.88,6,212.88,0.0
1534,2017-02-10,Mike Pelletier,Home Office,Laguna Niguel,California,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.98299999999998,2,187.18439999999998,8.974358974358964
1535,2016-10-29,Jim Mitchum,Corporate,Bridgeton,New Jersey,East,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,3,40.3326,1.010101010101008
1536,2016-10-29,Jim Mitchum,Corporate,Bridgeton,New Jersey,East,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",11.67,3,8.6358,35.13513513513514
1537,2017-09-15,Carl Ludwig,Consumer,Everett,Massachusetts,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,1,28.392900000000004,40.845070422535194
1538,2017-09-15,Carl Ludwig,Consumer,Everett,Massachusetts,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2,9.768,66.66666666666666
1539,2017-09-15,Carl Ludwig,Consumer,Everett,Massachusetts,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,3,579.3756000000001,35.13513513513514
1540,2017-09-15,Carl Ludwig,Consumer,Everett,Massachusetts,East,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48000000000002,7,126.08960000000003,92.30769230769226
1541,2014-03-11,Chloris Kastensmidt,Consumer,Columbus,Ohio,East,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32,5,6.032,37.931034482758626
1542,2014-03-11,Chloris Kastensmidt,Consumer,Columbus,Ohio,East,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.464000000000002,6,8.763600000000004,19.402985074626848
1543,2014-02-04,Deborah Brumfield,Home Office,San Diego,California,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,3,53.882400000000004,53.84615384615385
1544,2014-02-04,Deborah Brumfield,Home Office,San Diego,California,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,18.1472,88.67924528301886
1545,2014-12-31,Pamela Coakley,Corporate,Watertown,New York,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488,7,1376.8020000000001,14.285714285714274
1546,2015-11-23,Victoria Brennan,Corporate,San Antonio,Texas,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,335.52,4,218.088,53.84615384615385
1547,2015-11-23,Victoria Brennan,Corporate,San Antonio,Texas,Central,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,23.911999999999995,2,64.56240000000001,-62.96296296296299
1548,2015-11-23,Victoria Brennan,Corporate,San Antonio,Texas,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",27.056,2,24.6886,9.589041095890407
1549,2014-07-06,Emily Phan,Consumer,New York City,New York,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.9920000000001,1,384.99450000000013,45.45454545454543
1550,2017-11-13,Maria Etezadi,Home Office,Houston,Texas,Central,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.323999999999998,6,34.032599999999995,-72.6027397260274
1551,2016-06-17,Ivan Gibson,Consumer,San Diego,California,West,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,111.96,2,57.099599999999995,96.07843137254902
1552,2014-05-03,Joni Sundaresam,Home Office,Appleton,Wisconsin,Central,OFF-LA-10002195,Office Supplies,Labels,Avery 481,21.560000000000002,7,11.211200000000003,92.30769230769226
1553,2017-10-16,Bobby Odegard,Consumer,Richmond,Kentucky,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,124.75,5,67.36500000000001,85.18518518518516
1554,2015-02-06,Victoria Wilson,Corporate,Bellevue,Washington,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,5.28,3,3.7488,40.84507042253521
1555,2017-09-04,Aimee Bixby,Consumer,Long Beach,New York,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,4,52.417199999999994,75.43859649122808
1556,2016-05-09,Julia West,Consumer,Philadelphia,Pennsylvania,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,9.344,1,5.84,60.0
1557,2016-05-09,Julia West,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,5,69.44000000000001,14.28571428571427
1558,2015-03-16,Jeremy Ellison,Consumer,Seattle,Washington,West,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,171.96,2,127.2504,35.135135135135144
1559,2016-04-09,Edward Becker,Corporate,Seattle,Washington,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352000000000004,9,22.536900000000006,56.86274509803919
1560,2014-04-04,Paul Knutson,Home Office,San Francisco,California,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,9.828,92.3076923076923
1561,2017-09-05,Christopher Schild,Home Office,Seattle,Washington,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.78,1,2.0572,35.13513513513513
1562,2017-06-30,Sheri Gordon,Consumer,New York City,New York,East,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.6299999999999,5,1340.6084999999998,-22.07792207792208
1563,2015-11-09,Charlotte Melton,Consumer,Philadelphia,Pennsylvania,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352000000000002,3,7.236900000000002,56.862745098039206
1564,2014-03-04,Clay Ludtke,Consumer,Columbia,South Carolina,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.90000000000003,5,337.1550000000001,5.263157894736829
1565,2015-03-19,Jesus Ocampo,Home Office,Seattle,Washington,West,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,3,413.8881,9.589041095890408
1566,2015-11-29,Anthony Witt,Consumer,Allen,Texas,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48,3,21.748500000000003,-1.2345679012345818
1567,2015-11-29,Anthony Witt,Consumer,Allen,Texas,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,8.783999999999999,4,22.3992,-60.7843137254902
1568,2017-06-11,Dianna Vittorini,Consumer,Los Angeles,California,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,62.71469999999999,96.07843137254903
1569,2017-11-26,Adam Hart,Corporate,Atlanta,Georgia,South,OFF-AR-10003504,Office Supplies,Art,Newell 347,12.84,3,9.1164,40.845070422535194
1570,2014-11-23,Sanjit Chand,Consumer,Los Angeles,California,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92,5,671.861,-10.112359550561798
1571,2014-11-23,Sanjit Chand,Consumer,Los Angeles,California,West,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,21.84,3,11.3568,92.3076923076923
1572,2014-11-23,Sanjit Chand,Consumer,Los Angeles,California,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99,1,23.6921,26.58227848101265
1573,2014-11-23,Sanjit Chand,Consumer,Los Angeles,California,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,381.44000000000005,2,357.6000000000001,6.666666666666658
1574,2014-12-15,Mick Crebagga,Consumer,El Paso,Texas,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,49.833000000000006,-18.367346938775515
1575,2014-12-15,Mick Crebagga,Consumer,El Paso,Texas,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,785.088,-2.777777777777777
1576,2016-04-22,Tonja Turnell,Home Office,Aurora,Illinois,Central,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,23.952,2,21.5568,11.11111111111112
1577,2016-05-23,Anne Pryor,Home Office,Florence,Alabama,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,4.98,1,2.5398,96.07843137254903
1578,2016-02-27,Dan Lawera,Consumer,New York City,New York,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,3,121.32480000000001,40.84507042253519
1579,2015-08-09,Naresj Patel,Consumer,New York City,New York,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,218.66580000000005,40.84507042253519
1580,2015-08-09,Naresj Patel,Consumer,New York City,New York,East,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,382.806,9,535.9284,-28.571428571428566
1581,2015-08-09,Naresj Patel,Consumer,New York City,New York,East,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,2,39.022800000000004,7.526881720430099
1582,2015-08-09,Naresj Patel,Consumer,New York City,New York,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217.568,2,760.98,60.0
1583,2015-08-09,Naresj Patel,Consumer,New York City,New York,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,28.6944,63.934426229508176
1584,2015-08-09,Naresj Patel,Consumer,New York City,New York,East,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,3.2032000000000003,92.30769230769229
1585,2015-08-09,Naresj Patel,Consumer,New York City,New York,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5,705.564,38.8888888888889
1586,2015-08-09,Naresj Patel,Consumer,New York City,New York,East,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,143.7,3,74.72399999999999,92.30769230769232
1587,2015-08-09,Naresj Patel,Consumer,New York City,New York,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.649999999999999,3,5.644499999999999,88.67924528301889
1588,2015-08-09,Naresj Patel,Consumer,New York City,New York,East,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,4,213.108,16.279069767441865
1589,2016-05-12,Vivek Grady,Corporate,Virginia Beach,Virginia,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,10.96,4,8.0008,36.98630136986303
1590,2016-04-15,Muhammed Yedwab,Corporate,Grapevine,Texas,Central,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.48800000000001,7,27.627600000000008,21.212121212121193
1591,2016-04-15,Muhammed Yedwab,Corporate,Grapevine,Texas,Central,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,8.04,5,5.1255,56.862745098039206
1592,2015-06-23,Rick Duston,Consumer,Olympia,Washington,West,TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home Telephone,201.568,4,178.8916,12.676056338028166
1593,2014-10-19,Jeremy Farry,Consumer,Los Angeles,California,West,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,13.440000000000001,3,6.8544,96.07843137254903
1594,2015-03-24,Dennis Pardue,Home Office,Peoria,Illinois,Central,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.05799999999994,3,394.96379999999994,-9.090909090909092
1595,2017-05-08,Maribeth Dona,Consumer,Columbus,Ohio,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,50.0488,-4.109589041095889
1596,2017-10-16,Maribeth Yedwab,Corporate,New York City,New York,East,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,547.3000000000001,13,372.1640000000001,47.05882352941174
1597,2017-11-19,Aimee Bixby,Consumer,Carrollton,Texas,Central,OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,16.896,4,11.616000000000001,45.45454545454544
1598,2017-11-19,Aimee Bixby,Consumer,Carrollton,Texas,Central,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,6.672000000000001,1,6.171600000000001,8.108108108108107
1599,2017-11-19,Aimee Bixby,Consumer,Carrollton,Texas,Central,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.13600000000001,4,90.46160000000002,9.589041095890403
1600,2017-11-19,Aimee Bixby,Consumer,Carrollton,Texas,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.991999999999999,2,29.985,-46.666666666666664
1601,2016-05-08,George Bell,Corporate,Dover,Delaware,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,2,169.568,24.999999999999993
1602,2016-12-11,Cynthia Arntzen,Consumer,Smyrna,Tennessee,South,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,6.671999999999999,3,5.004,33.33333333333333
1603,2017-11-30,Max Engle,Consumer,Newark,Delaware,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",155.94,6,110.7174,40.84507042253521
1604,2016-04-19,Jas O'Carroll,Consumer,Los Angeles,California,West,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,39.96000000000001,5,26.973000000000013,48.14814814814811
1605,2016-04-19,Jas O'Carroll,Consumer,Los Angeles,California,West,OFF-AR-10000823,Office Supplies,Art,Newell 307,5.46,3,3.9311999999999996,38.88888888888889
1606,2016-04-19,Jas O'Carroll,Consumer,Los Angeles,California,West,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,5,51.97200000000001,40.8450704225352
1607,2016-04-19,Jas O'Carroll,Consumer,Los Angeles,California,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",5.84,1,3.869,50.94339622641508
1608,2016-04-19,Jas O'Carroll,Consumer,Los Angeles,California,West,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,12.496,81.8181818181818
1609,2016-04-19,Jas O'Carroll,Consumer,Los Angeles,California,West,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,9.336,3,6.0684000000000005,53.84615384615383
1610,2014-05-26,Marina Lichtenstein,Corporate,Los Angeles,California,West,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,2,263.3092,10.389610389610393
1611,2014-05-26,Marina Lichtenstein,Corporate,Los Angeles,California,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,201.584,2,181.42559999999997,11.11111111111112
1612,2014-05-26,Marina Lichtenstein,Corporate,Los Angeles,California,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,83.98400000000001,2,52.49000000000001,59.999999999999986
1613,2017-12-21,Yana Sorensen,Corporate,Oakland,California,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,1000.0200000000001,7,710.0142000000002,40.84507042253519
1614,2016-03-15,Paul Lucas,Home Office,Philadelphia,Pennsylvania,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,83.97600000000001,3,97.62210000000002,-13.978494623655912
1615,2015-08-10,Julie Kriz,Home Office,Eagan,Minnesota,Central,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3.75,1,1.9500000000000002,92.30769230769229
1616,2015-08-10,Julie Kriz,Home Office,Eagan,Minnesota,Central,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41.4,4,21.528,92.3076923076923
1617,2015-08-10,Julie Kriz,Home Office,Eagan,Minnesota,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,29.79,3,17.2782,72.41379310344828
1618,2016-09-10,Parhena Norris,Home Office,New York City,New York,East,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48,2,50.55799999999999,17.64705882352942
1619,2016-09-10,Parhena Norris,Home Office,New York City,New York,East,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,1,3.6126000000000005,85.18518518518518
1620,2017-07-08,Jenna Caffey,Consumer,Kent,Washington,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,99.23,100.0
1621,2017-07-08,Jenna Caffey,Consumer,Kent,Washington,West,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,8,401.1048,96.07843137254902
1622,2017-07-08,Jenna Caffey,Consumer,Kent,Washington,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",23.168000000000003,2,15.348800000000004,50.943396226415075
1623,2017-07-08,Jenna Caffey,Consumer,Kent,Washington,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50.0,2,39.5,26.582278481012654
1624,2015-12-19,James Galang,Consumer,Los Angeles,California,West,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,5,591.4650000000001,14.285714285714274
1625,2015-12-19,James Galang,Consumer,Los Angeles,California,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85,3,708.8759999999999,78.5714285714286
1626,2015-11-16,Philisse Overcash,Home Office,New York City,New York,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25,5,381.9725,36.98630136986301
1627,2015-09-24,Marc Crier,Consumer,Lafayette,Louisiana,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5,6,362.25000000000006,42.85714285714283
1628,2017-06-21,Alan Shonely,Consumer,Cleveland,Ohio,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92,5,15.456000000000003,15.942028985507234
1629,2017-06-21,Alan Shonely,Consumer,Cleveland,Ohio,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.25600000000001,6,75.63600000000002,-45.45454545454545
1630,2016-05-08,Clay Ludtke,Consumer,Cleveland,Ohio,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,3,918.0261,9.589041095890416
1631,2016-05-08,Clay Ludtke,Consumer,Cleveland,Ohio,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,10.688,2,6.9472000000000005,53.84615384615383
1632,2016-05-08,Clay Ludtke,Consumer,Cleveland,Ohio,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.368000000000002,2,6.739200000000002,53.84615384615383
